corp_name,corp_code,stock_code
티이씨,00394574,067950
한국기술산업,00110176,008320
스타맥스,00136554,017050
유성티에스아이,00144562,024870
네오리소스,00370547,058550
케이알,00242439,035950
씨앤상선,00134060,000790
투미비티,00392600,058900
코아정보시스템,00259855,039990
케이에스리소스,00385451,066340
세계투어,00258944,047600
동양밸류오션기업인수목적,00798530,122290
케이이엔지,00451268,077960
사이버패스,00336570,063280
산양전기,00363325,079870
으뜸상호저축은행,00148188,032150
국제개발,00508566,080570
세신,00133928,004230
골든브릿지더블유엠경매부동산일호투자회사,00540784,084160
엘앤피아너스,00298252,061140
에이스일렉트로닉스,00264556,038690
디앤샵,00581000,090090
더체인지,00359094,054120
다산자기관리부동산투자회사,00686970,105380
써니트렌드,00255309,035500
뉴젠비아이티,00362380,054650
룩소네이트,00244862,033880
현대오토넷,00297165,042100
LG마이크론,00105767,016990
서광건설산업,00173397,001600
플러스프로핏,00259606,036660
한와이어리스,00178471,037020
포휴먼,00331733,049690
알이네트웍스,00104892,023670
케이알제2호개발전문위탁관리부동산투자회사,00647917,101790
미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,00597764,094520
씨티엘테크,00355821,088960
이디디컴퍼니,00329677,052650
케이티프리텔,00244871,032390
메카포럼,00246383,035830
에스피코프,00345499,048130
이롬텍,00348140,045400
이앤텍,00215107,047450
맥스브로,00560991,088810
토자이홀딩스,00265263,037700
우방,00142564,013200
동양매직,00198572,023020
코웰이홀딩스유한공사,00642648,900020
아구스,00537443,078670
대한은박지,00113173,007480
인스프리트,00441872,073130
하이럭스,00480844,079340
트리니티,00262044,053070
카라반케이디이,00101442,032570
더존디지털웨어,00295875,045380
디보스,00441298,080140
포네이처,00263885,045290
테이크시스템즈,00475532,076090
폴켐,00130204,033190
유리이에스,00128731,007050
에프아이투어,00325981,047370
모빌탑,00540021,085680
올리브나인,00362089,052970
디패션,00228916,030420
알덱스,00114215,025970
오라바이오틱스,00109648,016160
시노펙스그린테크,00261212,037320
야호커뮤니케이션,00348007,059720
브이케이,00275808,048760
팬택앤큐리텔,00375579,063350
팬텀엔터테인먼트그룹,00197324,025460
삼성수산,00339063,052560
동북아15호선박투자회사,00538497,084240
쌈지,00225140,033260
브이오산업,00101947,018890
코디콤,00287724,041800
제네시스엔알디,00347840,052640
동북아6호선박투자회사,00504357,080410
인네트,00269339,041450
한국월드와이드아시아태평양특별자산1호투자회사,00634959,098150
헤파호프코리아,00267094,039350
휴리프,00142698,006210
하이스마텍,00350057,057100
삼성디지털이미징,00721981,108070
씨제이인터넷,00248691,037150
엠넷미디어,00335562,056200
온미디어,00369675,045710
유니텍전자,00265078,039040
위더스기술금융,00267809,019430
클라스타,00314000,037550
아시아미디어홀딩스,00355292,052810
아이스테이션,00386557,056010
동북아21호선박투자회사,00548865,088010
에이스디지텍,00221320,036550
부산저축은행,00124054,007830
에피밸리,00301486,068630
오페스,00311298,053470
액티투오,00348557,047710
에이치에스씨홀딩스,00265342,038920
한국고덴시,00156734,027840
나리지*온,00208693,036850
프로비타,00128953,014420
제로원인터랙티브,00428792,069470
제일화재해상보험,00148744,000610
동북아9호선박투자회사,00518873,083120
굿이엠지,00300779,051530
아이드림,00397766,066850
조인에너지,00174305,004820
태광이엔시,00320807,048140
렉스엘이앤지,00106492,004790
코리아퍼시픽05호선박투자회사,00592583,093400
엑큐리스,00275260,048460
우경,00183914,025920
세미텍,00481676,081220
그린손해보험,00104971,000470
대양글로벌,00269773,040180
엔하이테크,00334767,046720
제너시스템즈,00453752,073930
엘트온,00140919,015050
태산엘시디,00255840,036210
성원건설,00133034,012090
대우송도개발,00161028,004550
현대금속,00174475,018410
트라이써클,00251482,034010
아이비케이에스스마트에스엠이기업인수목적1호,00824659,126680
네스테크,00259536,037540
동북아5호선박투자회사,00505198,080980
파브코,00679730,101990
우리기업인수목적1호,00803504,122750
뉴젠아이씨티,00350118,054150
인젠,00352295,041630
지앤에스티,00240088,036920
코크렙제8호위탁관리부동산투자회사,00560025,090540
유니온스틸,00140380,003640
경남모직,00101275,001670
대우증권그린코리아기업인수목적회사,00797674,121910
지노시스템,00244589,033850
한국투자신성장1호기업인수목적회사,00802028,123290
휴먼텍코리아,00371519,066060
에스에스씨피,00126593,071660
평산,00220181,089480
지디코프,00254009,036610
아시아퍼시픽2호선박투자회사,00505541,081190
무한투자,00240398,034510
동부티에스블랙펄기업인수목적,00828309,128910
블루젬디앤씨,00349468,053040
부국퓨쳐스타즈기업인수목적,00808262,123300
예당컴퍼니,00252393,049000
터보테크,00229818,032420
케이비물산,00154189,008540
연합과기공고유한공사,00680161,900030
글로스텍,00102645,012410
중국고섬공고유한공사,00844884,950070
코리아퍼시픽06호선박투자회사,00592592,093410
나노트로닉스,00268437,010670
미래에셋제1호기업인수목적,00798284,121950
에이원마이크로,00164195,037380
에이프로테크놀로지,00264811,045470
모린스,00676380,110310
디지텍시스템스,00543231,091690
배명금속,00122436,011800
동북아4호선박투자회사,00505189,080970
사라콤,00271413,040020
폴리플러스,00245296,065610
영찬테크,00480905,085990
케이비부국제1호개발전문위탁관리부동산투자회사,00890333,149130
아시아퍼시픽8호선박투자회사,00510534,081930
진흥저축은행,00150855,007200
에듀언스,00173634,009010
성융광전투자유한공사,00830377,900150
샤인시스템,00224567,066300
씨모텍,00582054,081090
에스컴,00125929,014900
아시아퍼시픽1호선박투자회사,00502793,080180
아시아퍼시픽3호선박투자회사,00505550,081200
한국저축은행,00104704,025610
미리넷,00361035,056710
3노드디지탈그룹유한공사,00630111,900010
유일엔시스,00264802,038720
케이피케미칼,00399773,064420
이루넷,00257529,041030
대신증권그로쓰알파기업인수목적,00804114,123550
유에이블,00416706,071530
경윤하이드로에너지,00173324,019120
롯데미도파,00121729,004010
한화에스브이명장제1호기업인수목적,00808226,124050
셀텍,00162577,019260
에스비아이앤솔로몬드림기업인수목적,00812229,123910
위다스,00351153,056810
에스와이코퍼레이션,00126885,008080
어울림네트웍스,00264741,042820
에이디모터스,00266989,038120
평안물산,00260693,037240
아큐텍,00267951,013780
히든챔피언제1호기업인수목적,00804983,123160
동북아2호선박투자회사,00502474,080030
금강제강,00579379,105070
아라온테크,00264857,041060
우리금융지주,00375302,053000
대국,00264848,042340
글로웍스,00251190,034600
중국식품포장유한공사,00694003,900060
동북아3호선박투자회사,00505170,080960
지아이바이오,00259439,035450
알에스넷,00207436,046430
나이스메탈,00408585,072530
하나IB증권,00115038,003330
퓨쳐비젼,00288653,042570
이레전자산업,00303837,045310
레이더스컴퍼니,00330017,047420
포이보스,00264769,038810
미디어코프,00308948,053890
케이디세코,00321222,073780
이노블루,00361202,066200
도움,00450728,078610
엑스씨이,00535773,081500
코오롱유화,00152950,011020
세라온홀딩스,00296069,050600
현대경매부동산일호투자회사,00521956,083160
우수씨엔에스,00360540,060550
동북아31호선박투자회사,00593519,093730
후야인포넷,00194372,032050
이레아이엔씨,00154693,036900
카스코,00106650,005330
모델라인,00368791,064720
청람디지탈,00220552,035270
한텔,00294371,041940
코스모스피엘씨,00353683,053170
나노하이텍,00252375,071360
쓰리소프트,00260903,036360
트라이콤,00261461,038410
케이엔에스홀딩스,00265218,036760
지비에스,00471989,076170
피더블유제네틱스,00306986,065910
엠텍반도체,00356644,054440
세니콘,00305695,056060
유씨아이콜스,00257051,065810
코크렙제3호CR리츠,00459589,073530
아이티센네트웍스,00366164,057110
리얼티코리아제1호기업구조조정부동산투자,00436728,072450
BHK,00136235,003990
포넷,00328854,048270
맥슨텔레콤,00120960,009890
엔토리노,00119733,032590
두림티앤씨,00119423,033330
동북아27호선박투자회사,00557067,089170
동북아28호선박투자회사,00557058,089180
동북아30호선박투자회사,00557030,089200
동북아29호선박투자회사,00557049,089190
현주컴퓨터,00244330,038960
LG석유화학,00120100,012990
오브제,00246657,058680
휴닉스,00130037,009790
세이프아시아,00405074,066330
코크렙제1호기업구조조정부동산투자회사,00398534,067910
위너스인프라인,00165200,005760
AP우주통신,00150183,015670
조이토토,00268482,044370
한도하이테크,00363033,060660
에너윈,00364227,055970
유레스메리츠제1호,00458915,073470
교보메리츠퍼스트기업구조조정부동산투자회사,00386876,064900
굿앤리치부동산공경매투자회사1호,00543073,085450
한국합섬,00160445,025830
굿앤리치부동산공경매투자회사2호,00554468,088510
디에스피이엔티,00165565,016040
시큐어소프트,00300256,037060
동부일렉트로닉스,00138491,001830
고려시멘트,00102821,003660
베스트플로우,00377814,060410
쿨투,00364670,056020
우영,00143013,012460
모빌링크텔레콤,00263991,041310
극동제혁,00105183,010200
한마음상호저축은행,00173254,025450
그로웰전자,00101637,009220
부흥,00124513,003930
퍼시픽글라스,00154417,009080
아이인프라,00119362,008780
씨크롭,00140353,016970
외환신용카드,00170451,038400
삼화기연,00267793,033210
대흥멀티미디어통신,00260639,037250
텔슨정보통신,00153852,018180
비이티,00248956,036820
코오롱인터내셔널,00390028,063510
엔써커뮤니티,00260888,037750
써미트테크놀로지,00275710,039000
코리아이앤디,00172103,027440
트래픽아이티에스,00263955,038050
호성,00261601,035870
넥스텔,00265254,037220
쓰리알,00255266,037730
그로웰텔레콤,00259916,035780
서통,00131434,001150
테크메이트,00271352,043690
한아시스템,00244932,036020
엔에스아이,00348052,053250
케이티씨텔레콤,00367598,055810
신한SIT,00267720,054530
스마텔,00147949,004190
동방라이텍,00203458,025690
아이텍스필,00130000,008030
이수세라믹,00145534,032180
코크렙제2호기업구조조정부동산투자회사,00425360,070540
영풍산업,00141334,002850
모닷텔,00384452,048150
광덕물산,00103583,003590
동원증권,00162142,005890
우주통신,00236021,054080
기라정보통신,00106483,019930
텔슨전자,00208374,027350
하이콤정보통신,00309983,048540
미래에셋굿라이프혼합형자녀를위한펀드5-1,00277727,037500
한메엔에스,00136217,006150
이지클럽,00229827,038980
넷컴스토리지,00247902,037010
모디아,00318477,046000
성진산업,00246815,037650
아이엠아이티,00260921,038100
맥시스템,00247762,036880
슈마일렉트론,00350224,056500
센추리,00101992,006750
베네데스하이텍,00151614,009360
에스오케이,00179832,032610
세원텔레콤,00241120,036910
한강구조조정기금,00277985,036060
케이엔티,00325918,036590
대아리드선,00110981,009940
국민은행,00104467,031150
월드텔레콤,00257361,047610
업필,00358730,054370
화림모드,00248406,045920
대아건설,00110963,000380
창민테크,00267021,042960
씨제이엔터테인먼트,00330406,049370
대백쇼핑,00110079,027700
지니웍스,00141440,036600
신광기업,00135670,001580
유진종합개발,00144933,023420
휘튼,00371139,066480
엠바이엔,00218654,031970
두산건설,00115852,002950
대호,00113696,001980
한신코퍼레이션,00253514,037120
금강화섬,00105509,010730
우리증권,00163178,001280
피코소프트,00264185,039580
바이오시스,00265157,035960
윌텍정보통신,00270405,039390
삼도물산,00125406,002930
현대멀티캡,00258731,035910
씨아이에스,00822572,144630
코리아퍼시픽01호선박투자회사,00580603,090970
코리아퍼시픽02호선박투자회사,00580612,090980
신양오라컴디스플레이,00317830,086830
미래에셋증권,00311030,037620
이룸지엔지,00439053,050640
에스와이이노베이션,00992312,194860
코리아퍼시픽03호선박투자회사,00580621,090990
코리아퍼시픽04호선박투자회사,00580630,091000
유아이에너지,00262123,050050
아시아퍼시픽14호선박투자회사,00533696,083610
아시아퍼시픽13호선박투자회사,00533757,083600
아시아퍼시픽10호선박투자회사,00533580,083570
현대에이블기업인수목적1호,01041217,204760
아시아퍼시픽11호선박투자회사,00533793,083580
아시아퍼시픽12호선박투자회사,00533836,083590
호반산업,00144766,004320
실리콘화일,00525527,082930
비엔씨컴퍼니,00372989,058370
동북아11호선박투자회사,00529523,083360
동북아14호선박투자회사,00526474,083390
디아이디,00302801,074130
부산방직공업,00124018,025270
현대에이치씨엔동작방송,00255071,034750
플렉스컴,00364926,065270
웹솔루스,00350491,160350
마이스코,00450214,088700
솔트웍스,01022054,222520
현대페인트,00164955,011720
한진해운,00790501,117930
글라소울,00272412,045050
팬택자산관리,00207542,025930
케이엔씨글로벌,00394778,068150
아이디에스,00446460,078780
훈영,00188946,017170
한솔아트원제지,00137702,007190
엠제이비,00418476,074150
바다로3호선박투자회사,00587101,092630
아이팩토리,00351047,053810
거북선5호선박투자회사,00778040,114130
거북선6호선박투자회사,00778059,114140
삼성물산,00126229,000830
피엘에이,00496003,082390
닉스테크,00359030,063840
아시아퍼시픽9호선박투자회사,00510914,081940
거북선4호선박투자회사,00697329,108890
중앙건설,00149664,015110
미래에셋새천년코리아벤처펀드일호,00318839,042950
하나은행,00130897,002860
에이스하이텍,00183260,071930
태창파로스,00246347,039850
평산차업집단유한공사,00599230,950010
스탠다드펌,00970277,179280
벽산건설,00122922,002530
NH농협증권,00116860,016420
아시아퍼시픽4호선박투자회사,00505569,081210
한화화인케미칼,00160612,025850
정다운,00659435,224090
지오엠씨,00232317,033030
에듀패스,00130860,031950
아이디에이치,00113632,026230
거북선7호선박투자회사,00837680,134000
서울상호저축은행,00130815,016560
와이즈파워,00248123,040670
코크렙제15호기업구조조정부동산투자회사,00788807,121550
티브로드한빛방송,00270432,043890
거북선3호선박투자회사,00648697,102000
동성하이켐,00165529,013450
클루넷,00419989,067130
코리아퍼시픽07호선박투자회사,00637114,099210
씨유전자,00361114,056340
삼목강업,00125628,158380
에스비엠,00265227,037630
솔빛미디어,00267669,044440
에프지엔개발전문자기관리부동산투자회사,00693800,119250
판타지오,00991012,187770
현대하이스코,00164469,010520
거북선1호선박투자회사,00586652,092970
코아에스앤아이,00345657,052350
자원메디칼,00810531,181980
삼우이엠씨,00127370,026250
어울림정보기술,00261124,038320
티브로드도봉강북방송,00244729,035210
티이씨앤코,00138127,008900
화인자산관리,00156521,010460
로케트전기,00120377,000420
신일건업,00136970,014350
제일모직,00148328,001300
퓨얼셀파워,00842479,139170
아루히,00907660,950100
지티앤티,00351269,053870
모아에스앤에스,00350251,052880
어울림엘시스,00206127,033280
이코리아자기관리부동산투자회사,00846396,138440
SK,00144155,003600
에이치앤아이,00678281,103650
디에스,00314888,051710
유니드코리아,00653990,110500
아이레보,00451116,072430
포스코티엠씨,00159926,010150
거북선2호선박투자회사,00648688,101380
아시아퍼시픽5호선박투자회사,00512550,082240
아시아퍼시픽7호선박투자회사,00512532,082260
아시아퍼시픽6호선박투자회사,00512541,082250
에스케이제1호기업인수목적,01047929,207930
대우기업인수목적3호,01064315,215580
엔에이치에스엘기업인수목적,01047567,207720
케이티비기업인수목적1호,01043871,204650
미래에셋제3호기업인수목적,01065536,215750
넥솔론,00636045,110570
디피앤케이,00632331,189700
비앤에스미디어,00974459,156170
세화피앤씨,00461690,085980
에스지에이시스템즈,01111057,232290
웨이포트유한공사,00823687,900130
아스팩오일,00318538,232360
하이골드오션2호선박투자회사,00855145,139200
골든브릿지제2호기업인수목적,01046179,206660
대성합동지주,00110495,005620
중국원양자원유한공사,00722500,900050
아시아퍼시픽15호선박투자회사,00533678,083620
하나머스트3호기업인수목적,01047716,208870
신성에프에이,00686147,104120
신성이엔지,00686068,104110
한진피앤씨,00163619,061460
나이코,00967778,192240
대우기업인수목적2호,01038161,204440
에스에스컴텍,00267960,036500
동북아10호선박투자회사,00529310,083350
골든브릿지제3호기업인수목적,01080410,219580
제이앤유글로벌,00413824,086200
케이비제8호기업인수목적,01090301,222390
패션플랫폼,01010572,256090
키움제3호기업인수목적,01075047,218710
유진기업인수목적3호,01089828,221200
한화에이스기업인수목적2호,01087079,219860
엔에이치기업인수목적7호,01072660,217810
교보5호기업인수목적,01091391,223040
케이비드림투게더제3호기업인수목적,01089961,221950
유안타제2호기업인수목적,01089387,219960
에스엠로보틱스,01111765,252940
시냅스엠,01115257,246830
동부제4호기업인수목적,01109186,230490
태경피엔에스,01095892,235090
카카오엠,00130949,016170
썬코어,00202778,051170
케이엠제약,01090921,237720
키움제4호기업인수목적,01102800,226850
도레이케미칼,00148717,008000
디와이엘엔제이,00959265,207230
엔에스브이,00447478,095300
심팩메탈,00163789,090730
씨제이이앤엠,00838421,130960
이베스트기업인수목적3호,01094565,225440
완리인터내셔널홀딩스,00842327,900180
하림홀딩스,00156044,024660
대덕GDS,00109170,004130
위너지스,00207223,026260
스틸플라워,00454265,087220
GRT,01170962,900290
트레이스,00348177,052290
케이비제9호기업인수목적,01111020,232270
하이에이아이1호기업인수목적,01117103,235010
넥스콘테크놀러지,00264644,038990
덴소코리아,00334244,047060
프렉코,00535719,082220
차이나하오란리사이클링유한공사,00790121,900090
원익테라세미콘,00569992,123100
나무기술,00925453,167380
한국제4호기업인수목적,01130937,240540
씨그널엔터테인먼트그룹,00232496,099830
극동자동화,01088458,272420
세원화성,00108047,007910
맵스리얼티1,00600013,094800
세왕,00609254,111610
에스와이제이,01117495,251540
피엠디아카데미,00835734,144740
본느,01119217,242420
트러스와이제7호위탁관리부동산투자회사,00865382,140890
중앙바이오텍,00149877,015170
보진재,00123514,030950
로스웰,01139266,900260
제이에스피브이,01018954,250300
자비스,00921475,230400
미래에셋대우기업인수목적1호,01199985,265480
세종머티리얼즈,00619020,135270
신한제3호기업인수목적,01179839,257730
줌인터넷,01095397,229480
한국비엔씨,01051339,226610
인프라웨어테크놀러지,01113277,247300
한화에이스기업인수목적3호,01197428,264290
씨앤케이인터내셔널,00252755,039530
아이엘사이언스,01181940,122050
포인트엔지니어링,00580180,176560
한컴지엠디,00473400,077280
아이이,00100717,023430
에스티씨라이프,00133317,026220
한화수성기업인수목적,01201581,265920
현대정보기술,00200956,026180
에스케이제3호기업인수목적,01111570,232330
영현무역,01113781,242850
대신밸런스제4호기업인수목적,01194759,262830
썬테크놀로지스,00527880,122800
동양텔레콤,00117638,007150
유쎌,01063963,252370
소프트캠프,00656340,210610
알로이스,01194892,271400
에임하이글로벌,00222806,043580
한국제5호기업인수목적,01234525,271740
해피드림,00389679,065180
동북아13호선박투자회사,00526465,083380
디케이씨,00324104,047440
다린,00410678,204690
하이골드오션8호국제선박투자회사,00930321,159650
더스텔라,00307037,065310
차이나그레이트스타인터내셔널리미티드,00695464,900040
보루네오가구,00123152,004740
케미메디,01086812,205290
씨티네트웍스,00961136,189540
이푸른,00893923,185280
SBI핀테크솔루션즈,00938688,950110
미성포리테크,00530796,094700
파인넥스,00671437,123260
고려개발,00102681,004200
아이비케이에스제7호기업인수목적,01243550,276920
엠에프엠코리아,00814810,251960
티에스트릴리온,01186811,284610
드림티엔터테인먼트,01066030,220110
동북아12호선박투자회사,00526447,083370
맥쿼리인프라,00435297,088980
인터파크,00598587,108790
신한제4호기업인수목적,01243772,277480
크리스탈신소재,01107665,900250
코리아오토글라스,00351418,152330
카이노스메드,00843830,220250
하나유비에스암바토비니켈해외자원개발2호,00647935,099350
하나유비에스암바토비니켈해외자원개발1호,00647883,099340
한국제7호기업인수목적,01277928,291210
에스마크,00100258,030270
글로앤웰,00255141,035480
한화에이스기업인수목적4호,01247918,279410
한국제6호기업인수목적,01257526,281410
신텍,00599887,099660
리드,00601641,197210
위노바,00261735,039790
이매진아시아,00122339,036260
한국아트라스비엑스,00159290,023890
동성화학,00116356,005190
구스앤홈,01337114,329050
엔에이치기업인수목적13호,01336391,310840
웅진에너지,00609485,103130
홈센타홀딩스,00288495,060560
우진,00173944,105840
에스앤씨엔진그룹리미티드,00786331,900080
인화정공,00482426,101930
대원산업,00111874,005710
대동,00109286,000490
일화모직공업,00146719,001590
키움제5호기업인수목적,01337220,311270
삼화콘덴서공업,00129350,001820
유니온,00144252,000910
우진플라임,00303217,049800
라임,00389387,065160
KNN,00208134,058400
삼보판지,00125938,023600
대성파인텍,00442905,104040
하이골드오션12호국제선박투자회사,00954242,172580
서연이화,01036446,200880
금빛,00455112,045890
대한방직,00112970,001070
갤럭시아에스엠,00129554,011420
대선조선,00110307,031990
러셀,01068348,217500
유디피,00612115,091270
케이비제17호기업인수목적,01351114,317030
하나머스트제6호기업인수목적,01326260,307160
컬러레이,01236286,900310
다이노나,00364111,086080
미래테크놀로지,01015726,213090
SBS미디어홀딩스,00650629,101060
특수건설,00186939,026150
오가닉티코스메틱,01169434,900300
유수홀딩스,00163691,000700
코너스톤네트웍스,00194275,033110
지에스홈쇼핑,00207755,028150
세동,00133663,053060
에스지에이클라우드서비스,01137897,224880
성광벤드,00132318,014620
이스트아시아홀딩스,00799070,900110
유안타제4호기업인수목적,01343920,313750
한화에스비아이기업인수목적,01351822,317320
대원전선,00260392,006340
CBI,00151605,013720
이엘케이,00379016,094190
다원시스,00523307,068240
에스에이티,00563147,158300
케이비제18호기업인수목적,01371312,323940
태림포장,00153524,011280
지니언스,00962223,263860
보성파워텍,00267881,006910
DSC인베스트먼트,01109715,241520
이베스트이안기업인수목적1호,01366365,323210
극동유화,00105156,014530
루트락,01262023,253610
그린기술투자,00116073,025340
에스케이에이씨피씨제4호기업인수목적,01336285,307070
오렌지라이프생명보험,00176792,079440
에스제이케이,00366793,080440
세코닉스,00351630,053450
티로보틱스,00867098,117730
넥스피안,00481223,079560
보광산업,00568461,225530
엘피케이로보틱스,00989327,183350
일진홀딩스,00146649,015860
하나기술,00601191,299030
제일파마홀딩스,00148443,002620
플래티어,01454341,367000
조광피혁,00148939,004700
디알젬,00966168,263690
팅크웨어,00438036,084730
레이크머티리얼즈,01255652,281740
인텔리안테크,00664181,189300
라파스,01058101,214260
아이디피,01213586,332370
삼영에스앤씨,00405506,361670
에스피컴텍,00268181,039110
진매트릭스,00552992,109820
씨앤에스자산관리,00173731,032040
엠로,00396925,058970
액트로,01141942,290740
테스,00524421,095610
힘스,00556712,238490
잘만테크,00491336,090120
모바일어플라이언스,00556615,087260
미래컴퍼니,00447760,049950
오토앤,01084294,353590
동일금속,00118284,109860
아바코,00442145,083930
큐에스아이,00411446,066310
프리시젼바이오,01137295,335810
영림원소프트랩,00532129,060850
원준,01459212,382840
파크시스템스,00244747,140860
미원에스씨,01234297,268280
코스메카코리아,00763473,241710
럭스피아,00578325,092590
아바텍,00442048,149950
위월드,00663289,140660
유니크,00147152,011320
에이비온,00977377,203400
오비고,00494546,352910
씨디네트웍스,00493501,073710
한일화학,00267979,007770
디에스케이,00530121,109740
화승코퍼레이션,00166272,013520
금오하이텍,00659815,165270
동양건설산업,00117072,005900
피엔에스커튼월,00107303,033220
제노텍,00393618,066830
애드바이오텍,01022902,179530
제네시스디벨롭먼트홀딩스,00350738,053320
대주코레스,00133715,008340
로보티즈,00946030,108490
범양사,00122728,002480
부산도시가스,00123967,015350
TPC,00108649,048770
우리기술,00231044,032820
뷰웍스,00609324,100120
아이티아이즈,01429840,372800
원림,00143794,005820
캐리소프트,01267222,317530
한일건설,00162780,006440
케이디지엠텍,00183215,032290
케이씨더블류,00175650,068060
에스제이켐,01139497,217910
에이리츠,00860730,140910
프로이천,01359736,321260
율촌화학,00145260,008730
티에이치엔,00118965,019180
삼륭물산,00125488,014970
한국철강,00687711,104700
카페24,00260879,042000
아이케이세미콘,00861100,149010
코리아에셋투자증권,00304915,190650
웰크론,00362159,065950
셀리드,01235296,299660
파마리서치바이오,01066058,217950
알비더블유,01303029,361570
무진메디,01293388,322970
퀀타매트릭스,01311286,317690
엔지켐생명과학,00606886,183490
이지스밸류플러스리츠,01394377,334890
동원금속,00118008,018500
아스플로,00561732,159010
쿠쿠홀딩스,00132354,192400
국제엘렉트릭코리아,00218052,053740
엔스퍼트,00595243,098400
성지건설,00133238,005980
풍원정밀,00417167,371950
안트로젠,00631837,065660
씨엠에스에듀,00914040,225330
한국전자홀딩스,00159254,006200
하나금융14호기업인수목적,01395279,332710
에스케이제5호기업인수목적,01414361,337450
에스케이제6호기업인수목적,01414936,340350
마이크로디지탈,01267967,305090
효성오앤비,00367385,097870
전진바이오팜,00632793,110020
제이엠멀티,01366824,254160
금비,00168401,008870
셰프라인,00142591,012250
원텍,01407909,336570
상상인이안제2호기업인수목적,01390876,329560
SNT에너지,00648721,100840
인터엠,00145914,017250
넥슨지티,00266943,041140
자안바이오,00493431,221610
나인테크,01208849,267320
에스앤케이,01338724,950180
이삭엔지니어링,01135640,351330
신성통상,00136341,005390
배럴,01182240,267790
이엔에프테크놀로지,00530185,102710
에스알바이오텍,01187458,270210
바디텍메드,01046708,206640
스포츠서울,00298687,039670
하이즈항공,00688358,221840
SV인베스트먼트,00599151,289080
화승알앤에이,01532603,378850
고바이오랩,01399071,348150
남선알미늄,00107224,008350
한프,00226228,066110
비지스틸,00872850,179440
세영디앤씨,00347877,052190
비엘사이언스,01067242,228180
이십일스토어,01183407,270020
엔바이오니아,00964595,317870
제이알글로벌리츠,01415892,348950
HB솔루션,00523936,297890
대영포장,00111458,014160
황금에스티,00218575,032560
앱클론,00991191,174900
티티씨디펜스,01350638,309900
남화산업,00245694,111710
세원정공,00134316,021820
엠앤씨생명과학,01116274,225860
비씨엔씨,01301623,146320
케이비제19호기업인수목적,01393299,330990
미래오토스,00872452,176440
한화생명,00113058,088350
양지사,00139685,030960
케이씨티시,00103042,009070
인터코스,01117592,240340
만호제강,00120872,001080
수프로,00830447,185190
바이오에프디엔씨,01160974,251120
럭슬,00264787,033600
압타머사이언스,01265251,291650
쿠쿠홈시스,01267684,284740
에이스토리,00975290,241840
테라셈,00411905,182690
하이제5호기업인수목적,01414370,340120
대동전자,00157104,008110
대백저축은행,00110060,026970
하이골드오션3호선박투자회사,00905316,153360
서남,00867973,294630
레이,00828761,228670
LS네트웍스,00104698,000680
방림,00122348,003610
자이언트스텝,01264438,289220
진로발효,00170877,018120
신영증권,00136721,001720
썬테크,00963000,217320
덱스터,01021949,206560
국전약품,01329957,307750
신대양제지,00135777,016590
미애부,00866594,225850
데이타솔루션,00877819,263800
에스앤에스텍,00411048,101490
삼영전자공업,00127200,005680
전방,00147222,000950
지앤엘,00106456,014590
금강철강,00105475,053260
전북은행,00147295,006350
이구산업,00145464,025820
에치에프알,01108442,230240
태경케미컬,00109161,006890
오디텍,00529815,080520
경방,00101628,000050
토니모리,00816544,214420
로체시스템즈,00363486,071280
미래SCI,00111865,028040
한국화장품,00823429,123690
한국컴퓨터,00303396,054040
클래시스,01061327,214150
린드먼아시아,00616962,277070
유성기업,00174004,002920
테라텍,00665630,151750
큐브엔터,00985686,182360
오이솔루션,00571483,138080
NEW,00974927,160550
보락,00123107,002760
디모아,00125725,016670
레이언스,00899459,228850
광주신세계,00220561,037710
혜인,00165343,003010
제일테크노스,00148595,038010
하이텍팜,00409964,106190
한전KPS,00159218,051600
상보,00129615,027580
JYP Ent.,00258689,035900
나눔테크,01117422,244880
KG케미칼,00101220,001390
인포바인,00491415,115310
코리아써키트,00152686,007810
한일홀딩스,00162993,003300
부산산업,00124027,011390
서진오토모티브,00800145,122690
이화산업,00145686,000760
유비쿼스홀딩스,00411385,078070
옵티시스,00660291,109080
위지트,00258360,036090
슈프리마,01124653,236200
제이에스코퍼레이션,00332927,194370
지어소프트,00389110,051160
네오위즈홀딩스,00266952,042420
SNT모티브,00398792,064960
조광페인트,00148920,004910
네오셈,01170865,253590
엘오티베큠,00484682,083310
미래에셋맵스리츠,01437292,357250
신원,00136864,009270
풍강,00155373,093380
디케이락,00533003,105740
고려신용정보,00336297,049720
SHD,00137809,001770
SH에너지화학,00136457,002360
대양전기공업,00111193,108380
대봉엘에스,00442826,078140
한국전기초자,00159175,009720
플랜티넷,00490179,075130
이노메트리,01258710,302430
맥스로텍,00678096,141070
에스피지,00220686,058610
파버나인,00429694,177830
썸에이지,01049422,208640
아비코전자,00138598,036010
지스마트글로벌,00673976,114570
하림,00857727,136480
코리아에프티,00803425,123410
현대에버다임,00228536,041440
디아이동일,00118345,001530
바이오플러스,00636656,099430
에프엔에스테크,00476036,083500
모나미,00121288,005360
유진스팩9호,01678835,442130
일신방직,00146269,003200
바이오빌,00155382,065940
대한과학,00608316,131220
KB오토시스,00157539,024120
그리티,00671978,204020
샘표,00130091,007540
아세아제지,00138729,002310
유진테크,00531014,084370
핑거스토리,01584934,417180
